Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
4389,09-12-2023 00:00,14:17,Afternoon,FTG-172-EFG-222,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",43,RJ78GH0123,Not Fraud,0,,,
4390,10-01-2023 00:00,05:42,Midnight,FTG-173-FGH-333,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",56,DL09IJ1234,Not Fraud,0,,,
4391,10/16/2023,21:07,Evening,FTG-174-GHI-444,C-103,Express,Large,300,90,"12.936687032945434, 77.53113977439017",50,UP56KL2345,Fraud,1,,,
4392,11-05-2023 00:00,12:32,Afternoon,FTG-175-HIJ-555,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",45,WB34MN3456,Not Fraud,0,,,
4393,11/20/2023,03:57,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",55,MP12OP4567,Not Fraud,0,,,
4394,12-09-2023 00:00,19:22,Evening,FTG-177-JKL-777,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",48,HR78QR5678,Not Fraud,0,,,
4395,12/25/2023,10:48,Morning,FTG-178-KLM-888,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",60,BR45ST6789,Not Fraud,0,,,
4396,01-10-2023 00:00,02:13,Midnight,FTG-179-LMN-999,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",42,KA89UV7890,Not Fraud,0,,,
4397,1/27/2023,17:38,Afternoon,FTG-180-MNO-000,B-102,Express,Large,140,90,"12.936687032945434, 77.53113977439017",57,AP23WX8901,Fraud,1,,,
4398,02-12-2023 00:00,09:03,Morning,FTG-387-HYT-109,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",49,TS67YZ9012,Not Fraud,0,,,
4399,03-03-2023 00:00,00:28,Midnight,FTG-388-YSX-876,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",52,MH89AB0123,Not Fraud,0,,,
4400,3/18/2023,15:53,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",46,KL12CD1234,Not Fraud,0,,,
4401,04-06-2023 00:00,07:19,Morning,FTG-390-RFD-110,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",58,GJ45EF2345,Not Fraud,0,,,
4402,4/21/2023,22:44,Evening,FTG-391-YUI-187,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",53,TN23GH3456,Not Fraud,0,,,
4403,05-11-2023 00:00,14:09,Afternoon,FTG-392-BVC-614,A-101,Express,Medium,110,70,"12.936687032945434, 77.53113977439017",47,RJ78IJ4567,Fraud,1,,,
4404,5/26/2023,05:34,Midnight,FTG-393-NBH-121,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",51,DL09KL5678,Not Fraud,0,,,
4405,6/14/2023,20:59,Evening,FTG-394-KJH-198,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",44,UP56MN6789,Not Fraud,0,,,
4406,6/30/2023,12:24,Afternoon,FTG-395-EDC-165,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",59,WB34OP7890,Not Fraud,0,,,
4407,7/19/2023,03:50,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",54,MP12QR8901,Not Fraud,0,,,
4408,08-03-2023 00:00,19:15,Evening,FTG-397-PLN-209,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",43,HR78ST9012,Not Fraud,0,,,
4409,8/22/2023,10:40,Morning,FTG-398-VFR-276,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",56,BR45UV0123,Not Fraud,0,,,
4410,09-06-2023 00:00,02:05,Midnight,FTG-399-WSX-443,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",50,KA89WX1234,Not Fraud,0,,,
4411,9/25/2023,17:30,Afternoon,FTG-400-QAZ-240,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",45,TN23OP3456,Not Fraud,0,,,
4412,10-10-2023 00:00,08:55,Morning,FTG-401-XYZ-487,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",55,TS67AB3456,Not Fraud,0,,,
4413,10/29/2023,00:21,Midnight,FTG-402-ABC-454,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",48,MH89CD4567,Not Fraud,0,,,
4414,11/13/2023,15:46,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",60,KL12EF5678,Not Fraud,0,,,
4415,12-02-2023 00:00,07:11,Morning,FTG-404-DEF-498,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",65,GJ45GH6789,Not Fraud,0,,,
4416,12/17/2023,22:36,Evening,FTG-405-LMN-745,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",78,TN23IJ7890,Not Fraud,0,,,
4417,01-05-2023 00:00,14:01,Afternoon,FTG-406-GHI-422,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",53,RJ78KL8901,Not Fraud,0,,,
4418,1/20/2023,05:26,Midnight,FTG-407-JKL-179,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",92,DL09MN9012,Not Fraud,0,,,
4419,02-08-2023 00:00,20:52,Evening,FTG-408-UVW-776,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",60,UP56OP0123,Not Fraud,0,,,
4420,2/24/2023,12:17,Afternoon,FTG-409-RST-533,A-101,Regular,Small,70,0,"12.936687032945434, 77.53113977439017",105,WB34QR1234,Fraud,1,,,
4421,3/15/2023,03:42,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",70,MP12ST2345,Not Fraud,0,,,
4422,3/30/2023,19:07,Evening,FTG-411-QWE-287,C-103,Regular,Large,300,100,"12.936687032945434, 77.53113977439017",88,HR78UV3456,Fraud,1,,,
4423,4/18/2023,10:32,Morning,FTG-412-ZXC-254,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",45,BR45WX4567,Not Fraud,0,,,
4424,05-03-2023 00:00,01:57,Midnight,FTG-413-POI-421,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",72,RJ78QR4567,Not Fraud,0,,,
4425,5/22/2023,17:23,Afternoon,FTG-414-KJH-698,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",58,AP23AB6789,Not Fraud,0,,,
4426,06-06-2023 00:00,08:48,Morning,FTG-415-DCV-665,C-103,Regular,Large,300,110,"12.936687032945434, 77.53113977439017",81,TS67CD7890,Fraud,1,,,
4427,6/25/2023,00:13,Midnight,FTG-416-NTH-432,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",67,MH89EF8901,Not Fraud,0,,,
4428,07-10-2023 00:00,15:38,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",98,KL12GH9012,Not Fraud,0,,,
4429,7/29/2023,07:03,Morning,FTG-418-UYT-776,C-103,Express,Large,300,100,"12.936687032945434, 77.53113977439017",50,GJ45IJ0123,Fraud,1,,,
4430,8/13/2023,22:28,Evening,FTG-419-FFD-543,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",75,TN23KL1234,Not Fraud,0,,,
4431,09-01-2023 00:00,14:54,Afternoon,FTG-420-TFU-210,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",62,RJ78MN2345,Not Fraud,0,,,
4432,9/16/2023,06:19,Morning,FTG-421-BFC-987,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",84,DL09OP3456,Not Fraud,0,,,
4433,10-05-2023 00:00,21:44,Evening,FTG-422-XFW-654,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",55,UP56QR4567,Not Fraud,0,,,
4434,10/21/2023,13:09,Afternoon,FTG-423-NFK-321,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",80,WB34ST5678,Not Fraud,0,,,
4435,11-09-2023 00:00,04:34,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",68,MP12UV6789,Not Fraud,0,,,
4436,11/24/2023,19:59,Evening,FTG-425-VFN-765,C-103,Regular,Large,300,100,"12.936687032945434, 77.53113977439017",90,HR78WX7890,Fraud,1,,,
4437,12/14/2023,11:25,Morning,FTG-426-PFM-432,B-102,Express,Medium,120,100,"12.936687032945434, 77.53113977439017",48,BR45YZ8901,Fraud,1,,,
4438,12/29/2023,02:50,Midnight,FTG-427-HFT-109,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",77,KA89AB9012,Not Fraud,0,,,
4439,1/15/2023,18:15,Evening,FTG-428-WFX-876,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",63,AP23CD0123,Not Fraud,0,,,
4440,1/30/2023,09:40,Morning,FTG-429-QFZ-543,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,TS67EF1234,Not Fraud,0,,,
4441,2/18/2023,01:05,Midnight,FTG-430-LFO-210,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",52,MH89GH2345,Not Fraud,0,,,
4442,03-05-2023 00:00,16:30,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",95,KL12IJ3456,Not Fraud,0,,,
4443,3/20/2023,07:56,Morning,FTG-432-IFC-654,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",73,GJ45KL4567,Not Fraud,0,,,
4444,04-08-2023 00:00,23:21,Evening,FTG-433-JFP-321,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",82,TN23MN5678,Not Fraud,0,,,
4445,4/24/2023,14:46,Afternoon,FTG-434-RSV-098,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",57,RJ78OP6789,Not Fraud,0,,,
4446,5/13/2023,06:11,Morning,FTG-435-ESC-765,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",96,DL09QR7890,Not Fraud,0,,,
4447,5/28/2023,21:36,Evening,FTG-436-OSM-432,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",66,UP56ST8901,Not Fraud,0,,,
4448,6/16/2023,13:01,Afternoon,FTG-437-NSI-109,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",89,WB34UV9012,Not Fraud,0,,,
4449,07-01-2023 00:00,04:27,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",51,MP12WX0123,Not Fraud,0,,,
4450,7/20/2023,19:52,Evening,FTG-439-UTY-541,C-103,Regular,Large,300,100,"12.936687032945434, 77.53113977439017",76,HR78YZ1234,Fraud,1,,,
4451,08-04-2023 00:00,11:17,Morning,FTG-440-POU-211,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",61,BR45AB2345,Not Fraud,0,,,
4452,8/23/2023,02:42,Midnight,FTG-441-ZXC-981,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",85,KA89CD3456,Not Fraud,0,,,
4453,09-07-2023 00:00,18:07,Evening,FTG-442-VTN-654,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",74,AP23EF4567,Not Fraud,0,,,
4454,9/26/2023,09:32,Morning,FTG-443-QWE-322,C-103,Regular,Large,300,120,"12.936687032945434, 77.53113977439017",93,TS67GH5678,Fraud,1,,,
4455,10-11-2023 00:00,00:58,Midnight,FTG-444-MUH-098,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",49,DL09ST5678,Not Fraud,0,,,
4456,10/30/2023,16:23,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",83,KL12KL7890,Not Fraud,0,,,
4457,11/14/2023,07:48,Morning,FTG-446-POI-431,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",59,GJ45MN8901,Not Fraud,0,,,
4458,12-03-2023 00:00,23:13,Evening,FTG-447-XCV-101,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",91,TN23OP0123,Not Fraud,0,,,
4459,12/19/2023,14:38,Afternoon,FTG-448-JTL-876,A-101,Express,Medium,110,70,"12.936687032945434, 77.53113977439017",71,RJ78QR1234,Fraud,1,,,
4460,01-05-2023 00:00,06:03,Morning,FTG-449-RFD-5431,B-102,Regular,Large,140,120,"12.936687032945434, 77.53113977439017",86,DL09ST2345,Fraud,1,,,
4461,1/22/2023,21:29,Evening,FTG-450-HGT-211,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,UP56UV3456,Not Fraud,0,,,
4462,02-07-2023 00:00,12:54,Afternoon,FTG-451-YUI-981,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",79,WB34WX4567,Not Fraud,0,,,
4463,2/26/2023,04:19,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",64,MP12YZ5678,Not Fraud,0,,,
4464,3/13/2023,19:44,Evening,FTG-453-NBH-327,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",97,HR78AB6789,Not Fraud,0,,,
4465,3/29/2023,11:09,Morning,FTG-454-KJH-097,B-102,Express,Medium,120,90,"12.936687032945434, 77.53113977439017",69,BR45CD7890,Fraud,1,,,
4466,4/17/2023,02:34,Midnight,FTG-455-EDC-767,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",94,UP56UV6789,Not Fraud,0,,,
4467,05-02-2023 00:00,18:00,Afternoon,FTG-456-LMK-437,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",54,AP23GH9012,Not Fraud,0,,,
4468,5/22/2023,09:25,Morning,FTG-457-PLN-107,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",81,TS67IJ0123,Not Fraud,0,,,
4469,06-06-2023 00:00,00:50,Midnight,FTG-458-VFR-856,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",65,MH89KL1234,Not Fraud,0,,,
4470,6/25/2023,16:15,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",92,WB34WX7890,Not Fraud,0,,,
4471,07-11-2023 00:00,07:40,Morning,FTG-460-QAZ-210,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",50,MP12YZ9012,Not Fraud,0,,,
4472,7/30/2023,23:05,Evening,FTG-461-POU-987,B-102,Regular,Medium,120,70,"12.936687032945434, 77.53113977439017",75,HR78AB0123,Fraud,1,,,
4473,8/15/2023,14:31,Afternoon,FTG-462-NJH-654,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",58,BR45CD1234,Not Fraud,0,,,
4474,09-03-2023 00:00,05:56,Midnight,FTG-463-ZXC-321,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",89,RJ78OP2345,Not Fraud,0,,,
4475,9/18/2023,21:21,Evening,FTG-464-OKM-098,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",44,DL09QR3456,Not Fraud,0,,,
4476,10-08-2023 00:00,12:46,Afternoon,FTG-465-LKJ-765,A-101,Regular,Small,70,90,"12.936687032945434, 77.53113977439017",78,TS67IJ4567,Fraud,1,,,
4477,10/23/2023,04:11,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",67,MH89KL5678,Not Fraud,0,,,
4478,11-11-2023 00:00,19:36,Evening,FTG-467-MKF-109,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",95,KL12MN6789,Not Fraud,0,,,
4479,11/27/2023,11:02,Morning,FTG-468-DCV-876,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",55,GJ45OP7890,Not Fraud,0,,,
4480,12/16/2023,02:27,Midnight,FTG-469-NBH-543,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",80,TN23QR8901,Not Fraud,0,,,
4481,12/31/2023,17:52,Afternoon,FTG-470-POI-210,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",62,RJ78ST0123,Not Fraud,0,,,
4482,1/17/2023,09:17,Morning,FTG-471-WSX-987,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",87,DL09UV1234,Not Fraud,0,,,
4483,02-01-2023 00:00,00:42,Midnight,FTG-472-QAZ-654,A-101,Express,Small,70,0,"12.936687032945434, 77.53113977439017",47,UP56WX2345,Fraud,1,,,
4484,2/20/2023,16:07,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",73,WB34YZ3456,Not Fraud,0,,,
4485,03-07-2023 00:00,07:33,Morning,FTG-474-VFR-098,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",68,MP12AB4567,Not Fraud,0,,,
4486,3/22/2023,22:58,Evening,FTG-475-YUI-765,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",91,HR78CD5678,Not Fraud,0,,,
4487,04-10-2023 00:00,14:23,Afternoon,FTG-476-CDE-432,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",53,BR45EF6789,Not Fraud,0,,,
4488,4/25/2023,05:48,Midnight,FTG-477-LMK-109,B-102,Regular,Large,140,90,"12.936687032945434, 77.53113977439017",82,KA89GH7890,Fraud,1,,,
4489,5/14/2023,21:13,Evening,FTG-478-NJH-876,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",56,AP23IJ8901,Not Fraud,0,,,
4490,5/30/2023,12:38,Afternoon,FTG-479-RFD-543,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",84,TS67KL0123,Not Fraud,0,,,
4491,6/18/2023,04:04,Midnight,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",69,MH89MN1234,Not Fraud,0,,,
4492,07-03-2023 00:00,19:29,Evening,FTG-481-BVC-987,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",94,KL12OP2345,Not Fraud,0,,,
4493,7/22/2023,10:54,Morning,FTG-482-XCV-654,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",49,GJ45QR3456,Not Fraud,0,,,
4494,08-06-2023 00:00,02:19,Midnight,FTG-483-LKJ-321,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",76,TN23ST4567,Not Fraud,0,,,
4495,8/25/2023,17:44,Afternoon,FTG-484-POU-098,B-102,Express,Large,140,90,"12.936687032945434, 77.53113977439017",63,RJ78UV5678,Fraud,1,,,
4496,09-09-2023 00:00,09:09,Morning,FTG-485-ZXC-765,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",88,DL09WX6789,Not Fraud,0,,,
4497,9/28/2023,00:35,Midnight,FTG-486-PLM-432,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",74,UP56YZ7890,Not Fraud,0,,,
4498,10/13/2023,15:00,Afternoon,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",96,WB34AB8901,Not Fraud,0,,,
4499,11-01-2023 00:00,06:25,Morning,FTG-488-WSX-876,C-103,Express,Large,300,110,"12.936687032945434, 77.53113977439017",61,MP12CD0123,Fraud,1,,,
4500,11/16/2023,21:50,Evening,FTG-489-QAZ-543,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",85,HR78EF1234,Not Fraud,0,,,
4501,12-06-2023 00:00,13:15,Afternoon,FTG-490-RFD-210,A-101,Express,Medium,115,90,"13.21331620748757, 77.55413526894684",52,BR45GH2345,Fraud,1,,,
4502,12/21/2023,04:40,Midnight,FTG-491-YUI-987,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,KA89IJ3456,Not Fraud,0,,,
4503,01-07-2023 00:00,20:06,Evening,FTG-492-BVC-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP23KL4567,Not Fraud,0,,,
4504,1/24/2023,11:31,Morning,FTG-493-NBH-321,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",90,TS67MN5678,Fraud,1,,,
4505,02-08-2023 00:00,03:56,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",48,UP56ST4567,Not Fraud,0,,,
4506,2/27/2023,19:21,Evening,FTG-495-EDC-765,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,KL12QR7890,Not Fraud,0,,,
4507,3/15/2023,10:46,Morning,FTG-496-LMK-432,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",60,GJ45ST8901,Not Fraud,0,,,
4508,3/30/2023,02:11,Midnight,FTG-497-PLN-109,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",83,TN23UV0123,Not Fraud,0,,,
4509,4/18/2023,17:37,Afternoon,FTG-498-VFR-876,B-102,Express,Large,145,100,"13.21331620748757, 77.55413526894684",71,RJ78WX1234,Fraud,1,,,
4510,05-03-2023 00:00,09:02,Morning,FTG-499-WSX-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,DL09YZ2345,Not Fraud,0,,,
4511,5/22/2023,00:27,Midnight,FTG-500-QAZ-210,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,UP56AB3456,Not Fraud,0,,,
4512,06-06-2023 00:00,15:52,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",81,WB34CD4567,Not Fraud,0,,,
4513,6/25/2023,07:17,Morning,FTG-502-ABC-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,MP12EF5678,Not Fraud,0,,,
4514,07-10-2023 00:00,22:42,Evening,FTG-503-PQR-321,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",93,HR78GH6789,Not Fraud,0,,,
4515,7/30/2023,14:08,Afternoon,FTG-504-DEF-098,A-101,Express,Medium,115,0,"13.21331620748757, 77.55413526894684",57,BR45IJ7890,Fraud,1,,,
4516,8/14/2023,05:33,Midnight,FTG-505-LMN-765,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",86,KA89KL8901,Not Fraud,0,,,
4517,09-02-2023 00:00,20:58,Evening,FTG-506-GHI-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",55,AP23MN0123,Not Fraud,0,,,
4518,9/17/2023,12:23,Afternoon,FTG-507-JKL-109,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,TS67OP1234,Not Fraud,0,,,
4519,10-06-2023 00:00,03:48,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",63,MH89QR2345,Not Fraud,0,,,
4520,10/21/2023,19:13,Evening,FTG-509-RST-543,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",90,KL12ST3456,Fraud,1,,,
4521,11-09-2023 00:00,10:39,Morning,FTG-510-MNO-210,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",48,WB34UV5678,Not Fraud,0,,,
4522,11/24/2023,02:04,Midnight,FTG-511-QWE-987,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",76,TN23WX5678,Not Fraud,0,,,
4523,12/13/2023,17:29,Afternoon,FTG-512-ZXC-654,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",58,RJ78YZ6789,Not Fraud,0,,,
4524,12/28/2023,08:54,Morning,FTG-513-POI-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",87,DL09AB7890,Not Fraud,0,,,
4525,1/14/2023,00:19,Midnight,FTG-514-KJH-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",67,UP56CD8901,Not Fraud,0,,,
4526,1/29/2023,15:44,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",94,WB34EF0123,Not Fraud,0,,,
4527,2/17/2023,07:10,Morning,FTG-516-NBH-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,MP12GH1234,Not Fraud,0,,,
4528,03-04-2023 00:00,22:35,Evening,FTG-517-LKI-109,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",89,HR78IJ2345,Fraud,1,,,
4529,3/20/2023,14:00,Afternoon,FTG-518-UYT-876,A-101,Express,Medium,115,100,"13.21331620748757, 77.55413526894684",52,BR45KL3456,Fraud,1,,,
4530,04-08-2023 00:00,05:25,Midnight,FTG-519-FRD-543,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",79,MP12WX6789,Not Fraud,0,,,
4531,4/23/2023,20:50,Evening,FTG-520-TYU-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP23OP5678,Not Fraud,0,,,
4532,5/13/2023,12:15,Afternoon,FTG-601-XYZ-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",95,TS67QR6789,Not Fraud,0,,,
4533,5/28/2023,03:41,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",44,MH89ST7890,Not Fraud,0,,,
4534,6/16/2023,19:06,Evening,FTG-603-PQR-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,KL12UV8901,Not Fraud,0,,,
4535,07-01-2023 00:00,10:31,Morning,FTG-604-DEF-098,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,HR78YZ7890,Not Fraud,0,,,
4536,7/20/2023,02:56,Midnight,FTG-605-LMN-765,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",85,TN23YZ1234,Not Fraud,0,,,
4537,08-04-2023 00:00,18:21,Evening,FTG-606-GHI-432,B-102,Express,Large,145,125,"13.21331620748757, 77.55413526894684",49,RJ78AB2345,Fraud,1,,,
4538,8/23/2023,09:46,Morning,FTG-607-JKL-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",74,DL09CD3456,Not Fraud,0,,,
4539,09-07-2023 00:00,01:12,Midnight,FTG-608-UVW-876,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",69,UP56EF4567,Not Fraud,0,,,
4540,9/26/2023,16:37,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",92,WB34GH5678,Not Fraud,0,,,
4541,10-11-2023 00:00,08:02,Morning,FTG-610-MNO-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",57,MP12IJ6789,Not Fraud,0,,,
4542,10/30/2023,23:27,Evening,FTG-611-QWE-987,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",83,HR78KL7890,Not Fraud,0,,,
4543,11/15/2023,14:52,Afternoon,FTG-612-ZXC-654,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",68,BR45MN8901,Not Fraud,0,,,
4544,12-04-2023 00:00,06:17,Morning,FTG-613-POI-321,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",96,KA89OP0123,Not Fraud,0,,,
4545,12/19/2023,21:43,Evening,FTG-614-KJH-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",46,AP23QR1234,Not Fraud,0,,,
4546,01-05-2023 00:00,13:08,Afternoon,FTG-615-DCV-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",81,TS67ST2345,Not Fraud,0,,,
4547,1/22/2023,04:33,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",60,MH89UV3456,Not Fraud,0,,,
4548,02-06-2023 00:00,19:58,Evening,FTG-617-LKI-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",88,KL12WX4567,Not Fraud,0,,,
4549,2/25/2023,11:23,Morning,FTG-618-UYT-876,B-102,Express,Medium,125,115,"13.21331620748757, 77.55413526894684",53,GJ45YZ5678,Fraud,1,,,
4550,03-12-2023 00:00,02:48,Midnight,FTG-619-FRD-543,A-101,Regular,Medium,115,100,"13.21331620748757, 77.55413526894684",77,TN23AB6789,Fraud,1,,,
